164	在这里为你的世界购买动物。通过完成任务和进化现有动物来解锁更多动物。
165	已完成任务
166	任务
167	完成任务以获取多样性点数，并解锁新物种和新物品！
168	生物群系测试仪
169	此工具显示地形上某一点的生物群系分布，并显示海拔。
170	音乐标签
171	用于选择背景音乐的各种选项。
172	加速时间
173	点击切换快速时间模式。
174	无需费用
175	定向培育
176	操控
177	当前动作
178	忙碌工作
179	到处飞行
180	觅食
181	建造
182	狩猎
183	逃跑
184	被操控
185	游来游去
186	跟随父母
187	吃草
188	睡觉
189	撞击树木
190	从蛋中孵化
191	狩猎
192	攻击伤害
193	防御点数
194	平均寿命
195	腐烂倒计时
196	秒
197	建造进度
198	降落
199	栖息
200	问题
201	没有地方建造巢穴
202	腐解速度
203	每秒 $0$ 建造点数
204	草丛
205	草丛是一种小型的初级植物，能够传播草原生物群系。这种快速生长的植物能在大多数地区存活，并为许多小生物提供食物。它在低海拔地区生长得最好。
206	褐色岩石
207	一块大岩石。许多植物和动物喜欢生活在多岩石的环境中。
208	该物种没有特殊能力。
209	状态与信息
210	关于你的世界和游戏进度的各种统计数据。你还可以在这里找到潜在进化的概览和过往通知的记录。
211	花的力量
212	是时候给世界增添色彩了！从商店买一朵花并种下。Equilinox 中的植物会慢慢在附近区域蔓延，所以很快你就会拥有一小片花草。无需再买更多，它们会自己繁殖！
213	雏菊
214	一朵简单的白花。花深受昆虫尤其是蜜蜂的喜爱，也可以被各种小型哺乳动物食用。雏菊生长非常快且容易，尤其在草地上种植时。
215	成熟的 $0$
216	培育 $0$ 棵成熟的 $1$
217	橡树
218	橡树是 Equilinox 中最基础的树，在大多数地区都能轻松生长。许多动物喜欢在自己的栖息地里有这种树。它比小型植物长得慢得多，但寿命也更长。
219	我的第一棵树
220	你会发现地形已经变绿了，这是因为草和雏菊创造出了草原生物群系。不同物种喜欢生活在不同的生物群系中，你可以在 ^物种信息^ 面板中查看它们的偏好。要在新的草原生物群系中合适海拔处种一棵树来完成任务。
221	石块
222	一小堆石头。有些植物在石头多的地区长得更好，有些动物也喜欢周围有石块和岩石。
223	附近物种
224	小麦
225	一种结有营养种子的草本植物。这种植物只能在低海拔的水边生长，并且更喜欢多石的地形。它是传播草原生物群系的好帮手，种子和植株本身都能为许多动物物种提供食物。
226	小麦培育者
227	你可以利用现有的野生动植物来解锁新物种！在世界中选择一丛草，进入 ^进化^ 标签。然后可以支付一些 DP 开始进化小麦物种。进化过程需要满足一定的条件——在这里你需要附近有一些石块。
228	绵羊
229	这种可爱毛茸茸的动物喜欢四处游荡吃草，如果找到水果的话也会吃！绵羊还喜欢在夜间睡觉，而且经常被掠食者捕猎。这是 Equilinox 中最基础的生物之一。
230	基因改造
231	在世界中选中一株植物时，你可以在 ^特性^ 标签中看到它的当前性状。当植物繁殖时，这些性状会传给后代（会有细微变化）。点击 ^定向培育^ 选项，可以修改传给后代的性状。用它来创造出新的时尚蓝色雏菊吧！
232	$0$ $1$ 种群数量
233	让世界拥有 $0$ 棵成熟的 $1$ $2$
234	红色
235	蓝色
236	绿色
237	橙色
238	黄色
239	紫色
240	粉色
241	灰色
242	白色
243	黑色
244	榆树
245	一种小型的基础林地树木，鸟类喜欢停在上面。有助于提升林地生物群系的肥沃度。
246	生物群系
247	高大树木
248	一种常绿森林树木。这是最基础的森林树木，是打造森林栖息地的绝佳起点。这种树不能在贫瘠之地生长，但只要有稍微肥沃的森林地形就能存活。
249	毛茛
250	一簇生长在林地生物群系中的小黄花。主要受昆虫喜爱，但有些动物也欣赏它们为栖息地增添的一抹色彩。
251	颜色特性
252	体型特性
253	苹果树
254	这棵树长大后会长出苹果。苹果会时不时从树上掉下来，为许多动物提供食物。它是森林树种，因此在森林中生长得最好，但也乐于在林地区域生长。
255	果实产出速率
256	果实产出速率取决于周围环境的质量。环境满意度越高的植物产出的果实越多。
257	由于附近区域有昆虫，果实产量增加。
258	果实产量提升
259	树木非凡
260	看看橡树的进化树，培育 3 个新的树种。使用基因改造并满足所有条件来创造这 3 个新物种。
261	海藻
262	一种生长在水中的高大禾草状植物。许多水下环境都离不开它，大多数鱼没有它就无法生存。在岩石地区生长得最好。
263	鸡
264	鸡是一种简单的鸟类，喜欢整天四处走动啄食小麦种子。鸡还会下蛋，过一段时间蛋会孵化出小鸡。鸡更喜欢生活在树木不多的草地上，并且经常被各种掠食者捕猎。
265	不喜欢的物种
266	养鸡场
267	为鸡创造一个合适的生存区域，让它们有足够的食物并对环境感到满意。然后你就可以把第一批鸡放进世界了！
268	野猪
269	野猪喜欢生活在森林地区，周围环绕着树木。它是一种觅食动物，会吃水果和大多数小型植物。它还有能力挖出马铃薯植株，从而让大量营养丰富的马铃薯散落在附近地区，为其他动物提供食物。
270	野猪没那么“野”
271	使用进化系统解锁野猪物种，然后为野猪一家创造一个适合繁衍的环境。要解锁野猪，你需要让绵羊生活在非草原地区，并以苹果为食生存。
272	迷迭香
273	迷迭香是 Equilinox 中最基础的森林植物，可以用来开始创建森林生态系统。这种芳香的草本植物被树木环绕时长势最好，虽然它更喜欢肥沃的地区，但也能在贫瘠之地生长。不过它不能离水太近。
274	罂粟花
275	一朵生长在肥沃土壤中的红花。这种昂贵的植物对吃掉它的动物和以它为食的昆虫有安抚作用。
276	热带花
277	一朵色彩鲜艳的热带花。为任何热带地区增添一抹亮色。
278	蓝铃花
279	一种生长在山地地区的小蓝花。这种植物只能在少数几个生物群系中生存，并且必须种在高海拔地区。
280	蕨类植物
281	一种叶子很大的耐寒小型森林植物。它生活在森林或林地生物群系中，有助于提升森林生物群系的质量。
282	杜松树
283	一种高大的森林树木。这种树生长在森林生物群系的高海拔地区，深受许多森林动物的喜爱。喜欢与其他树木一起生长。
284	疣猪
285	一种喜欢生活在沼泽地区的黏糊糊的疣猪。它最喜欢的食物是芜菁，用两颗锋利的獠牙把它们挖出来。
286	白蘑菇
287	一种喜欢生长在肥沃地区的小褐蘑菇。这种快速生长的真菌可以作为小型动物的食物来源。
288	雪松
289	一种令人愉悦的森林树木。这种树可以生活在森林、林地或草原生物群系中，并喜欢有花相伴。它更喜欢在低海拔、离水不太远的地方生长。
290	帚石楠
291	一种开着漂亮紫花的耐寒小型森林植物。它需要在水边生长，是在低海拔地区传播森林生物群系的好方法。
292	鼠尾草
293	一种多叶草本植物。这种植物可以在草地或森林地区生长，并能给小型动物提供食物。
294	枫树
295	这棵色彩惊艳的树在田野中格外醒目。适合点缀任何地区。不喜欢生活在高大的树种附近。
296	大树
297	一棵令人惊叹的大树。考虑到它巨大的体型，它的生长速度快得惊人，长大后海狸可以砍伐它获得大量木材。生活在草地或森林生物群系的低海拔地区。
298	小仙人掌
299	一个小刺球！这种仙人掌需要在沙漠生物群系中生长，并且更喜欢岩石地区。仙人掌的中心充满了清甜新鲜的水，为小型沙漠哺乳动物提供养分。
300	丝兰
